id,transaction_hash,amount
1325,4cdedc08bf26451bab9e8979942599ec,25615.697278672877
1326,5cdba93135e5417a911b613808efc6b5,14488.414842138409
1327,042b4e25b01b4351bfd6e8b2e6d19ea6,16663.074533657575
1328,f941e4d455eb46b5a44f0638091a3cd6,60332.13997646174
1329,9b2c0a25287d45578a5ba6f68b34c6d5,53231.07762167385
1330,12546e98ad6247b1a1696da22ca6f4ea,12271.310044920147
1331,ce7202ac1404459395da9033c2fb5957,75583.93403632003
1332,7415f10e436643f89b2829753c67270b,30886.279916655923
1333,c21dea2c2306456991b586a73b1b9612,1904.2907871613113
1334,807e189745f34e719b467c67892de054,26015.383342456455
1335,4c6581263d36484bb3505471833e56e7,2198.5077734623883
1336,3563fb05d9e14f8793f942b9f7ab86b3,40622.45689043173
1337,b0ff2475b7454a65806be2905d7aa16b,87922.4470841965
1338,73864e2fcdde4a41b383bbd651db28df,67273.51329535795
1339,435cc2c6dbb4473db341e80aa0b78c6d,28603.972108202313
1340,49894bfd407d4b30b3db5b897e1dc001,44133.08536695868
1341,6c38825de78e4bddbc6846016df01fbc,75160.57955111653
1342,f229ad23e521423fa8439dd00ad28cf3,77847.28657642628
1343,649eef2c64fe44ac874feb3de5d56486,62165.04631317215
1344,b55823adf59f4ae581fbcf450c094907,77006.34148036387
1345,d3db684a292b44d7b55eed3ef4161947,69066.32590767604
1346,585e391f6207423880c1e51023aa25b6,67758.690388996
1347,b0682d8b124e4131beeb92c68425d790,4084.8930057421076
1348,faaa7ccd644b46dfbd172d71008fdeef,35597.83823733007
1349,59e8070d2de34f5f8516426fbb8d3836,24297.872077312422
1350,214f249767644ca0b67bc2c526f18b35,52789.58349917575
1351,f30bf902a51241ad829ba24c1fc66682,72998.84604700434
1352,55d80cb83b26423f8924bc37e854176a,65858.11351792088
1353,9c8536370d394cc1836763d84cfec191,19947.27403381408
1354,4b030db1b21f4215ad5a38e0cc562418,87916.00617359133
1355,24daac467ba3424880b0544381f86ab9,91063.93546178621
1356,a3f2563eee4f413ab42be743b0b81c70,44564.4283025033
1357,d2645096fb9445d9962cdde5a6bed42b,22357.61398980268
1358,7a0b2f920e8f49ceb5269c15b3427291,15638.245334525114
1359,3420b45e08a54b73adfd1cce5fc8e4db,34351.08827507851
1360,05fa9a4b8db04ba7a90d61b7c20bf16e,52820.05740026936
1361,2c1ac4087c434013b8209e28e83d2bba,3828.196515894755
1362,27f5c6cb71684762b6315003295239cf,95010.77665924239
1363,298fb5ff92b643a992bfbe6d019c0ac4,36321.187048300395
1364,9e8a20bd61874706937527e363ea880d,90990.76598587348
1365,bb362d90a7c24c55a1d355afdee14ef7,34067.02975623646
1366,6f847f8aea4a43c38bc61c649c52735f,52754.41319411155
1367,269e6f67c64c4502ab1798bd8c794edc,74266.1974487722
1368,da842068d1b34ab7890b9c67dd29c549,88730.73077249754
1369,1d1ff1f7b5c24ad494a42beb4368af2e,11348.063347232495
1370,e2e714bf388944a4bd2f59ccf8aad6ad,43240.74145095042
1371,ac901b6002e6471691fdab6e58453dd6,20865.74096485424
1372,0ab1c66d5d914955bf05f7d8b8ff5c27,95533.22060821655
1373,3209d6ed87c441108888d1173a1fc6dc,57034.56201333299
1374,063d40cd9e8e454a83332d346a402a93,14776.425725247478
1375,b3a15d9814ae41339ed01cb93e5548fe,84727.43141634684
1376,5b134eb48d9f41cab9edafc9e9af7bc4,16868.35718139914
1377,0969ddb784744115856c8f5b01f932cc,24575.44626846335
1378,81628a8b381848dd96b70dcb194e638a,95319.79807210887
1379,c6e107734d3947ce80f2d46e4682238f,27445.687700660204
1380,8ca5d749611143708810c193e170be91,77205.63436852471
1381,d382557561ce4af1b273620c588d0a99,25698.148103699226
1382,cbecf7e834d44c0d85c54c2bfeb84b5e,46473.9705173928
1383,d5dd98a4450641e69018d2b076f81cd2,90938.3819758304
1384,3eeacdf8e2814028881c5c43a48f4168,27354.29932319192
1385,2439eed785d5487e81d7f45e23f672ee,21375.101653391004
1386,edec739691164940b053648522cf5c74,5499.575828116809
1387,fdd94b6a9e9b4d3aa0e5353bc390f770,71622.79241108408
1388,0985c1304e0b429095302465d53bf85b,20815.904417876794
1389,61e426f0e99647c0911f82a2dedf67e9,83298.02709656248
1390,97d7d36d7e004929a1d0dbcfea77f5de,50412.896975648095
1391,30a27a2eeaf642aa8e6e7411f1b3b301,60964.19168338195
1392,39da93d4841c4044a5ad33d67465754a,80409.07713756211
1393,1c4d8d620a8e4de78fd0125fac327e49,25164.00584226799
1394,ccc096c0f8ed4d259e9b2330eb085df7,67644.4651500171
1395,14c8e41f0a4f460a90d37a112646bfbe,39665.37904709281
1396,91ea1f0e764c4faa8ce916e0c07634c3,34920.46214104044
1397,40fd2f2de38c4265a908eab6b727429a,33311.49130660846
1398,45d2e8eb08aa4499a64e1e33829ca1d9,95057.97251070487
1399,e46d4f206c91435eae5585014cfad917,53604.412822502054
1400,5ac70f2901654e0681f3410a23f46443,23060.982076521108
1401,7c5565283e4f4a51b8aec9cd5cc91c5a,76645.70525095082
1402,e4f76effeba0490986c137cd06bf94c5,91440.49723741294
1403,ec3292c8ce4b4b9b89e7997f500f84b3,77217.51908520263
1404,8c15dfdec17749a2adcfc8f759659958,49115.796986199355
1405,9a116593bcc44c5ebe165e9a95bed3c0,96656.64022927979
1406,8e27adcf4d9d4d998a5992ec3601adbe,63577.78714724273
1407,51737f486e174270b5557281ff7ad52a,51959.54324375691
1408,bcab248fea3846f980706815757f80f2,13618.448269781025
1409,2873e8bc9ca449bdbf7b60d391adba46,30018.348603638533
1410,c49c5552ce5646abbcea345177f49a41,61582.55710628256
1411,71ec53123e91400594008762db9b4e87,44356.56563946514
1412,4d2bc3819b8449049badb0e88b419286,4281.762121685461
1413,7851da4c052f46f2944dc7753ef0152c,23770.496948330754
1414,9231f9bed58a48eabe6aca1cf2d81bdd,66203.93643549677
1415,d77968bc968c46559b24c667eb261c64,96102.09518515211
1416,513d26bafc774b85883aca0c72bf513a,88604.74802316865
1417,f4b3687701994976a3620f8d922fac36,43420.56740076714
1418,11702c15e175491b91ceca8748962f34,181.28084856263715
1419,2c0216acc18549589eeeab4c91d127e9,81236.19261627847
1420,cf2ecb6f0f0245d783d08c173d3039c4,64622.8191841949
1421,6c44bdd832eb4a26aaa28d01010834d2,48442.15806909673
1422,598e57d5256d4d618606f84541b8e603,17768.714946783006
1423,cb27991e4de04a0c9c8664f77f4be707,62367.427473554
